全角,和暦,辞書用よみ,西暦,和暦元号,和暦（読み）,年（半）,年（全）,十子,読み,十二支,読み,時代区分,備考
１１６０,平治2,へいじ２,1160,平治,へいじ,2,２,庚,かのえ,辰,たつ,0,
１１６０,永暦1,えいりゃく１,1160,永暦,えいりゃく,1,１,庚,かのえ,辰,たつ,0,
１１６１,永暦2,えいりゃく２,1161,永暦,えいりゃく,2,２,辛,かのと,巳,へび,0,
１１６１,応保1,おうほう１,1161,応保,おうほう,1,１,辛,かのと,巳,へび,0,
１１６２,応保2,おうほう２,1162,応保,おうほう,2,２,壬,みずのえ,午,うま,,
１１６３,応保3,おうほう３,1163,応保,おうほう,3,３,癸,みずのと,未,ひつじ,0,
１１６３,長寛1,ちょうかん１,1163,長寛,ちょうかん,1,１,癸,みずのと,未,ひつじ,0,
１１６４,長寛2,ちょうかん２,1164,長寛,ちょうかん,2,２,甲,きのえ,申,さる,,
１１６５,長寛3,ちょうかん３,1165,長寛,ちょうかん,3,３,乙,きのと,酉,とり,0,
１１６５,永万1,えいまん１,1165,永万,えいまん,1,１,乙,きのと,酉,とり,0,
１１６６,永万2,えいまん２,1166,永万,えいまん,2,２,丙,ひのえ,戌,いぬ,0,
１１６６,仁安1,にんあん１,1166,仁安,にんあん,1,１,丙,ひのえ,戌,いぬ,0,
１１６７,仁安2,にんあん２,1167,仁安,にんあん,2,２,丁,ひのと,亥,いのしし,,
１１６８,仁安3,にんあん３,1168,仁安,にんあん,3,３,戊,つちのえ,子,ねずみ,,
１１６９,仁安4,にんあん４,1169,仁安,にんあん,4,４,己,つちのと,丑,うし,0,
１１６９,嘉応1,かおう１,1169,嘉応,かおう,1,１,己,つちのと,丑,うし,0,
１１７０,嘉応2,かおう２,1170,嘉応,かおう,2,２,庚,かのえ,寅,とら,,
１１７１,嘉応3,かおう３,1171,嘉応,かおう,3,３,辛,かのと,卯,うさぎ,0,
１１７１,承安1,しょうあん１,1171,承安,しょうあん,1,１,辛,かのと,卯,うさぎ,0,
１１７２,承安2,しょうあん２,1172,承安,しょうあん,2,２,壬,みずのえ,辰,たつ,,
１１７３,承安3,しょうあん３,1173,承安,しょうあん,3,３,癸,みずのと,巳,へび,,
１１７４,承安4,しょうあん４,1174,承安,しょうあん,4,４,甲,きのえ,午,うま,,
１１７５,承安5,しょうあん５,1175,承安,しょうあん,5,５,乙,きのと,未,ひつじ,0,
１１７５,安元1,あんげん１,1175,安元,あんげん,1,１,乙,きのと,未,ひつじ,0,
１１７６,安元2,あんげん２,1176,安元,あんげん,2,２,丙,ひのえ,申,さる,,
１１７７,安元3,あんげん３,1177,安元,あんげん,3,３,丁,ひのと,酉,とり,0,
１１７７,治承1,じしょう１,1177,治承,じしょう,1,１,丁,ひのと,酉,とり,0,
１１７８,治承2,じしょう２,1178,治承,じしょう,2,２,戊,つちのえ,戌,いぬ,,
１１７９,治承3,じしょう３,1179,治承,じしょう,3,３,己,つちのと,亥,いのしし,,
１１８０,治承4,じしょう４,1180,治承,じしょう,4,４,庚,かのえ,子,ねずみ,,
１１８１,治承5,じしょう５,1181,治承,じしょう,5,５,辛,かのと,丑,うし,0,
１１８１,養和1,ようわ１,1181,養和,ようわ,1,１,辛,かのと,丑,うし,0,
１１８２,養和2,ようわ２,1182,養和,ようわ,2,２,壬,みずのえ,寅,とら,0,
１１８２,寿永1,じゅえい１,1182,寿永,じゅえい,1,１,壬,みずのえ,寅,とら,0,
１１８３,寿永2,じゅえい２,1183,寿永,じゅえい,2,２,癸,みずのと,卯,うさぎ,,
１１８４,寿永3,じゅえい３,1184,寿永,じゅえい,3,３,甲,きのえ,辰,たつ,0,
１１８４,元暦1,げんりゃく１,1184,元暦,げんりゃく,1,１,甲,きのえ,辰,たつ,0,
１１８５,元暦2,げんりゃく２,1185,元暦,げんりゃく,2,２,乙,きのと,巳,へび,0,
１１８５,文治1,ぶんじ１,1185,文治,ぶんじ,1,１,乙,きのと,巳,へび,0,
１１８６,文治2,ぶんじ２,1186,文治,ぶんじ,2,２,丙,ひのえ,午,うま,,
１１８７,文治3,ぶんじ３,1187,文治,ぶんじ,3,３,丁,ひのと,未,ひつじ,,
１１８８,文治4,ぶんじ４,1188,文治,ぶんじ,4,４,戊,つちのえ,申,さる,,
１１８９,文治5,ぶんじ５,1189,文治,ぶんじ,5,５,己,つちのと,酉,とり,,
１１９０,文治6,ぶんじ６,1190,文治,ぶんじ,6,６,庚,かのえ,戌,いぬ,0,
１１９０,建久1,けんきゅう１,1190,建久,けんきゅう,1,１,庚,かのえ,戌,いぬ,0,
１１９１,建久2,けんきゅう２,1191,建久,けんきゅう,2,２,辛,かのと,亥,いのしし,,
１１９２,建久3,けんきゅう３,1192,建久,けんきゅう,3,３,壬,みずのえ,子,ねずみ,,源頼朝　征夷大将軍になる
１１９３,建久4,けんきゅう４,1193,建久,けんきゅう,4,４,癸,みずのと,丑,うし,,
１１９４,建久5,けんきゅう５,1194,建久,けんきゅう,5,５,甲,きのえ,寅,とら,,
１１９５,建久6,けんきゅう６,1195,建久,けんきゅう,6,６,乙,きのと,卯,うさぎ,,
１１９６,建久7,けんきゅう７,1196,建久,けんきゅう,7,７,丙,ひのえ,辰,たつ,,
１１９７,建久8,けんきゅう８,1197,建久,けんきゅう,8,８,丁,ひのと,巳,へび,,
１１９８,建久9,けんきゅう９,1198,建久,けんきゅう,9,９,戊,つちのえ,午,うま,,
１１９９,建久10,けんきゅう１０,1199,建久,けんきゅう,10,１０,己,つちのと,未,ひつじ,0,
１１９９,正治1,しょうじ１,1199,正治,しょうじ,1,１,己,つちのと,未,ひつじ,0,
１２００,正治2,しょうじ２,1200,正治,しょうじ,2,２,庚,かのえ,申,さる,,
１２０１,正治3,しょうじ３,1201,正治,しょうじ,3,３,辛,かのと,酉,とり,0,
１２０１,建仁1,けんにん１,1201,建仁,けんにん,1,１,辛,かのと,酉,とり,0,
１２０２,建仁2,けんにん２,1202,建仁,けんにん,2,２,壬,みずのえ,戌,いぬ,,
１２０３,建仁3,けんにん３,1203,建仁,けんにん,3,３,癸,みずのと,亥,いのしし,,北条政子　執権になる
１２０４,建仁4,けんにん４,1204,建仁,けんにん,4,４,甲,きのえ,子,ねずみ,鎌倉時代,
１２０４,元久1,げんきゅう１,1204,元久,げんきゅう,1,１,甲,きのえ,子,ねずみ,鎌倉時代,
１２０５,元久2,げんきゅう２,1205,元久,げんきゅう,2,２,乙,きのと,丑,うし,,
１２０６,元久3,げんきゅう３,1206,元久,げんきゅう,3,３,丙,ひのえ,寅,とら,0,
１２０６,建永1,けんえい１,1206,建永,けんえい,1,１,丙,ひのえ,寅,とら,0,
１２０７,建永2,けんえい２,1207,建永,けんえい,2,２,丁,ひのと,卯,うさぎ,0,
１２０７,承元1,しょうげん１,1207,承元,しょうげん,1,１,丁,ひのと,卯,うさぎ,0,
１２０８,承元2,しょうげん２,1208,承元,しょうげん,2,２,戊,つちのえ,辰,たつ,,
１２０９,承元3,しょうげん３,1209,承元,しょうげん,3,３,己,つちのと,巳,へび,,
１２１０,承元4,しょうげん４,1210,承元,しょうげん,4,４,庚,かのえ,午,うま,,
１２１１,承元5,しょうげん５,1211,承元,しょうげん,5,５,辛,かのと,未,ひつじ,0,
１２０７,貞元1,じょうげん１,1207,貞元,じょうげん,1,１,丁,ひのと,卯,うさぎ,0,
１２０８,貞元2,じょうげん２,1208,貞元,じょうげん,2,２,戊,つちのえ,辰,たつ,,
１２０９,貞元3,じょうげん３,1209,貞元,じょうげん,3,３,己,つちのと,巳,へび,,
１２１０,貞元4,じょうげん４,1210,貞元,じょうげん,4,４,庚,かのえ,午,うま,,
１２１１,貞元5,じょうげん５,1211,貞元,じょうげん,5,５,辛,かのと,未,ひつじ,0,
１２１１,建暦1,けんりゃく１,1211,建暦,けんりゃく,1,１,辛,かのと,未,ひつじ,0,
１２１２,建暦2,けんりゃく２,1212,建暦,けんりゃく,2,２,壬,みずのえ,申,さる,,
１２１３,建暦3,けんりゃく３,1213,建暦,けんりゃく,3,３,癸,みずのと,酉,とり,0,
１２１３,建保1,けんぽう１,1213,建保,けんぽう,1,１,癸,みずのと,酉,とり,0,
１２１４,建保2,けんぽう２,1214,建保,けんぽう,2,２,甲,きのえ,戌,いぬ,,
１２１５,建保3,けんぽう３,1215,建保,けんぽう,3,３,乙,きのと,亥,いのしし,,
１２１６,建保4,けんぽう４,1216,建保,けんぽう,4,４,丙,ひのえ,子,ねずみ,,
１２１７,建保5,けんぽう５,1217,建保,けんぽう,5,５,丁,ひのと,丑,うし,,
１２１８,建保6,けんぽう６,1218,建保,けんぽう,6,６,戊,つちのえ,寅,とら,,
１２１９,建保7,けんぽう７,1219,建保,けんぽう,7,７,己,つちのと,卯,うさぎ,0,
１２１９,承久1,じょうきゅう１,1219,承久,じょうきゅう,1,１,己,つちのと,卯,うさぎ,0,
１２２０,承久2,じょうきゅう２,1220,承久,じょうきゅう,2,２,庚,かのえ,辰,たつ,,
１２２１,承久3,じょうきゅう３,1221,承久,じょうきゅう,3,３,辛,かのと,巳,へび,,
１２２２,承久4,じょうきゅう４,1222,承久,じょうきゅう,4,４,壬,みずのえ,午,うま,0,
１２２２,貞応1,じょうおう１,1222,貞応,じょうおう,1,１,壬,みずのえ,午,うま,0,
１２２３,貞応2,じょうおう２,1223,貞応,じょうおう,2,２,癸,みずのと,未,ひつじ,,
１２２４,貞応3,じょうおう３,1224,貞応,じょうおう,3,３,甲,きのえ,申,さる,0,
１２２４,元仁1,げんにん１,1224,元仁,げんにん,1,１,甲,きのえ,申,さる,0,
１２２５,元仁2,げんにん２,1225,元仁,げんにん,2,２,乙,きのと,酉,とり,0,
１２２５,嘉禄1,かろく１,1225,嘉禄,かろく,1,１,乙,きのと,酉,とり,0,
１２２６,嘉禄2,かろく２,1226,嘉禄,かろく,2,２,丙,ひのえ,戌,いぬ,,
１２２７,嘉禄3,かろく３,1227,嘉禄,かろく,3,３,丁,ひのと,亥,いのしし,0,
１２２７,安貞1,あんてい１,1227,安貞,あんてい,1,１,丁,ひのと,亥,いのしし,0,
１２２８,安貞2,あんてい２,1228,安貞,あんてい,2,２,戊,つちのえ,子,ねずみ,,
１２２９,安貞3,あんてい３,1229,安貞,あんてい,3,３,己,つちのと,丑,うし,0,
１２２９,寛喜1,かんき１,1229,寛喜,かんき,1,１,己,つちのと,丑,うし,0,
１２３０,寛喜2,かんき２,1230,寛喜,かんき,2,２,庚,かのえ,寅,とら,,
１２３１,寛喜3,かんき３,1231,寛喜,かんき,3,３,辛,かのと,卯,うさぎ,,
１２３２,寛喜4,かんき４,1232,寛喜,かんき,4,４,壬,みずのえ,辰,たつ,0,
１２３２,貞永1,じょうえい１,1232,貞永,じょうえい,1,１,壬,みずのえ,辰,たつ,0,
１２３３,貞永2,じょうえい２,1233,貞永,じょうえい,2,２,癸,みずのと,巳,へび,0,
１２３３,天福1,てんぷく１,1233,天福,てんぷく,1,１,癸,みずのと,巳,へび,0,
１２３４,天福2,てんぷく２,1234,天福,てんぷく,2,２,甲,きのえ,午,うま,0,
１２３４,文暦1,ぶんりゃく１,1234,文暦,ぶんりゃく,1,１,甲,きのえ,午,うま,0,
１２３５,文暦2,ぶんりゃく２,1235,文暦,ぶんりゃく,2,２,乙,きのと,未,ひつじ,0,
１２３５,嘉禎1,かてい１,1235,嘉禎,かてい,1,１,乙,きのと,未,ひつじ,0,
１２３６,嘉禎2,かてい２,1236,嘉禎,かてい,2,２,丙,ひのえ,申,さる,,
１２３７,嘉禎3,かてい３,1237,嘉禎,かてい,3,３,丁,ひのと,酉,とり,,
１２３８,嘉禎4,かてい４,1238,嘉禎,かてい,4,４,戊,つちのえ,戌,いぬ,0,
１２３８,暦仁1,りゃくにん１,1238,暦仁,りゃくにん,1,１,戊,つちのえ,戌,いぬ,0,
１２３９,暦仁2,りゃくにん２,1239,暦仁,りゃくにん,2,２,己,つちのと,亥,いのしし,0,
１２３９,延応1,えんおう１,1239,延応,えんおう,1,１,己,つちのと,亥,いのしし,0,
１２４０,延応2,えんおう２,1240,延応,えんおう,2,２,庚,かのえ,子,ねずみ,0,
１２４０,仁治1,にんじ１,1240,仁治,にんじ,1,１,庚,かのえ,子,ねずみ,0,
１２４１,仁治2,にんじ２,1241,仁治,にんじ,2,２,辛,かのと,丑,うし,,
１２４２,仁治3,にんじ３,1242,仁治,にんじ,3,３,壬,みずのえ,寅,とら,,
１２４３,仁治4,にんじ４,1243,仁治,にんじ,4,４,癸,みずのと,卯,うさぎ,0,
１２４３,寛元1,かんげん１,1243,寛元,かんげん,1,１,癸,みずのと,卯,うさぎ,0,
１２４４,寛元2,かんげん２,1244,寛元,かんげん,2,２,甲,きのえ,辰,たつ,,
１２４５,寛元3,かんげん３,1245,寛元,かんげん,3,３,乙,きのと,巳,へび,,
１２４６,寛元4,かんげん４,1246,寛元,かんげん,4,４,丙,ひのえ,午,うま,,
１２４７,寛元5,かんげん５,1247,寛元,かんげん,5,５,丁,ひのと,未,ひつじ,0,
１２４７,宝治1,ほうじ１,1247,宝治,ほうじ,1,１,丁,ひのと,未,ひつじ,0,
１２４８,宝治2,ほうじ２,1248,宝治,ほうじ,2,２,戊,つちのえ,申,さる,,
１２４９,宝治3,ほうじ３,1249,宝治,ほうじ,3,３,己,つちのと,酉,とり,0,
１２４９,建長1,けんちょう１,1249,建長,けんちょう,1,１,己,つちのと,酉,とり,0,
１２５０,建長2,けんちょう２,1250,建長,けんちょう,2,２,庚,かのえ,戌,いぬ,,
１２５１,建長3,けんちょう３,1251,建長,けんちょう,3,３,辛,かのと,亥,いのしし,,
１２５２,建長4,けんちょう４,1252,建長,けんちょう,4,４,壬,みずのえ,子,ねずみ,,
１２５３,建長5,けんちょう５,1253,建長,けんちょう,5,５,癸,みずのと,丑,うし,,
１２５４,建長6,けんちょう６,1254,建長,けんちょう,6,６,甲,きのえ,寅,とら,,
１２５５,建長7,けんちょう７,1255,建長,けんちょう,7,７,乙,きのと,卯,うさぎ,,
１２５６,建長8,けんちょう８,1256,建長,けんちょう,8,８,丙,ひのえ,辰,たつ,0,
１２５６,康元1,こうげん１,1256,康元,こうげん,1,１,丙,ひのえ,辰,たつ,0,
１２５７,康元2,こうげん２,1257,康元,こうげん,2,２,丁,ひのと,巳,へび,0,
１２５７,正嘉1,しょうか１,1257,正嘉,しょうか,1,１,丁,ひのと,巳,へび,0,
１２５８,正嘉2,しょうか２,1258,正嘉,しょうか,2,２,戊,つちのえ,午,うま,,
１２５９,正嘉3,しょうか３,1259,正嘉,しょうか,3,３,己,つちのと,未,ひつじ,0,
１２５９,承元1,しょうげん１,1259,承元,しょうげん,1,１,己,つちのと,未,ひつじ,0,
１２６０,承元2,しょうげん２,1260,承元,しょうげん,2,２,庚,かのえ,申,さる,0,
１２６０,文応1,ぶんおう１,1260,文応,ぶんおう,1,１,庚,かのえ,申,さる,0,
１２６１,文応2,ぶんおう２,1261,文応,ぶんおう,2,２,辛,かのと,酉,とり,0,
１２６１,弘長1,こうちょう１,1261,弘長,こうちょう,1,１,辛,かのと,酉,とり,0,
１２６２,弘長2,こうちょう２,1262,弘長,こうちょう,2,２,壬,みずのえ,戌,いぬ,,
１２６３,弘長3,こうちょう３,1263,弘長,こうちょう,3,３,癸,みずのと,亥,いのしし,,
１２６４,弘長4,こうちょう４,1264,弘長,こうちょう,4,４,甲,きのえ,子,ねずみ,0,
１２６４,文永1,ぶんえい１,1264,文永,ぶんえい,1,１,甲,きのえ,子,ねずみ,0,
１２６５,文永2,ぶんえい２,1265,文永,ぶんえい,2,２,乙,きのと,丑,うし,,
１２６６,文永3,ぶんえい３,1266,文永,ぶんえい,3,３,丙,ひのえ,寅,とら,,
１２６７,文永4,ぶんえい４,1267,文永,ぶんえい,4,４,丁,ひのと,卯,うさぎ,,
１２６８,文永5,ぶんえい５,1268,文永,ぶんえい,5,５,戊,つちのえ,辰,たつ,,
１２６９,文永6,ぶんえい６,1269,文永,ぶんえい,6,６,己,つちのと,巳,へび,,
１２７０,文永7,ぶんえい７,1270,文永,ぶんえい,7,７,庚,かのえ,午,うま,,
１２７１,文永8,ぶんえい８,1271,文永,ぶんえい,8,８,辛,かのと,未,ひつじ,,
１２７２,文永9,ぶんえい９,1272,文永,ぶんえい,9,９,壬,みずのえ,申,さる,,
１２７３,文永10,ぶんえい１０,1273,文永,ぶんえい,10,１０,癸,みずのと,酉,とり,,
１２７４,文永11,ぶんえい１１,1274,文永,ぶんえい,11,１１,甲,きのえ,戌,いぬ,,
１２７５,文永12,ぶんえい１２,1275,文永,ぶんえい,12,１２,乙,きのと,亥,いのしし,0,
１２７５,建治1,けんじ１,1275,建治,けんじ,1,１,乙,きのと,亥,いのしし,0,
１２７６,建治2,けんじ２,1276,建治,けんじ,2,２,丙,ひのえ,子,ねずみ,,
１２７７,建治3,けんじ３,1277,建治,けんじ,3,３,丁,ひのと,丑,うし,,
１２７８,建治4,けんじ４,1278,建治,けんじ,4,４,戊,つちのえ,寅,とら,0,
１２７８,弘安1,こうあん１,1278,弘安,こうあん,1,１,戊,つちのえ,寅,とら,0,
１２７９,弘安2,こうあん２,1279,弘安,こうあん,2,２,己,つちのと,卯,うさぎ,,
１２８０,弘安3,こうあん３,1280,弘安,こうあん,3,３,庚,かのえ,辰,たつ,,
１２８１,弘安4,こうあん４,1281,弘安,こうあん,4,４,辛,かのと,巳,へび,,第一次蒙古襲来
１２８２,弘安5,こうあん５,1282,弘安,こうあん,5,５,壬,みずのえ,午,うま,,
１２８３,弘安6,こうあん６,1283,弘安,こうあん,6,６,癸,みずのと,未,ひつじ,,
１２８４,弘安7,こうあん７,1284,弘安,こうあん,7,７,甲,きのえ,申,さる,,
